Punto_0,Punto_1,Punto_2,Punto_3,Punto_4,Punto_5,Punto_6,Punto_7,Punto_8,Punto_9,Punto_10,Punto_11,Punto_12,Punto_13,Punto_14,Punto_15,Punto_16,Punto_17,Punto_18,Punto_19,Punto_20,Etiqueta
0.0,0.11165002079951905,0.17640022767633107,0.21967045583057065,0.2536487941454541,0.20636614225982577,0.31272762483312955,0.3742536161002786,0.4203887830968042,0.19720534012072072,0.3156933617200477,0.3882572846941582,0.4445999916275964,0.2029729477196093,0.2897709423713679,0.2690393825670031,0.2400237173850881,0.2098408377578855,0.2629817075629637,0.24395326774596893,0.21778217210110679,tijera
0.0,0.155498993793297,0.22912234061114667,0.2810449241549006,0.3038125935502057,0.28794488523253514,0.41215204400752203,0.4978675278390173,0.5606290220465182,0.2512064742328896,0.38491649318171967,0.47185143433104965,0.5337852314663047,0.2201333115234342,0.29587402204685936,0.2649793696885877,0.23256751116511148,0.20719885781709166,0.2397833302035882,0.2122852784044907,0.19638782448120184,tijera
0.0,0.09259650961132634,0.17559624168572505,0.2331118579195882,0.28833979250951025,0.20031617913018548,0.2753634623040793,0.32290125625719535,0.3637838558712753,0.18199359921461217,0.2612555518483366,0.31400834933409655,0.35778917602202537,0.16458181579974474,0.24027818446379115,0.2897354781769773,0.33247773270564146,0.15394751711275054,0.21525467007323662,0.2548695951402402,0.28990806496778554,papel
0.0,0.09538372029630436,0.17564111819696615,0.22446481887494021,0.26287935306739335,0.20110917054704816,0.280543982169366,0.3315600053021609,0.37501766220751515,0.18612386306008752,0.27305517944862184,0.3301481114328608,0.37773543209754423,0.17106383520959573,0.2539776000343684,0.3051366869234039,0.3480312401229899,0.16366198204761617,0.22525781145837812,0.2657115407779339,0.30058973396556393,papel
0.0,0.19688358754844637,0.3412901990055093,0.44386273957805905,0.5229858195921506,0.3648660177677092,0.4865600119178564,0.5507749375171364,0.5953570316058083,0.32529964483364276,0.4696256088466738,0.5497882637620232,0.5997509022022328,0.299923629731327,0.44353395725813977,0.5209246783755784,0.5736933081935911,0.291785134741685,0.3977619553005334,0.45605991658407535,0.5009113014228286,papel
0.0,0.09101613370265134,0.1787807031681346,0.22119021951399542,0.22163343286304307,0.16093892347967417,0.22328684919932235,0.2655333979050644,0.2994698073564334,0.13768287297792778,0.21751517906141565,0.2709855182754992,0.3162823344118556,0.14513420265765783,0.21414417128162846,0.26114305703022267,0.29883302280079227,0.16606475337435744,0.21802975080027182,0.24925652923244146,0.2776114169342562,papel
0.0,0.06740455559669452,0.11622317936959964,0.13083859837795958,0.15420624968047053,0.19014610300344825,0.2668635038499863,0.31231091023718605,0.35338901560038555,0.17276720910301502,0.24050703623314892,0.28319128706500624,0.3204688749745686,0.154378547620006,0.1798200429084831,0.14291044083668222,0.11462146608434758,0.141814473320413,0.15651110833159101,0.12709345142477999,0.10140803027229857,tijera
0.0,0.07608795913543429,0.12881496159004058,0.1566233172171537,0.1886704345827196,0.19685754246998924,0.27038062844166555,0.31519745103903274,0.3536775945689374,0.17927826799872298,0.25201279543035227,0.2998062969088968,0.33755244497150155,0.15672822231063366,0.20310885060847067,0.1647064283323556,0.13096950270777113,0.13957397925666473,0.17928766902117502,0.15050860845842046,0.1203403258092421,tijera
0.0,0.0644990561640144,0.1250451844928594,0.1543998096638671,0.17416859646684468,0.16713463143670432,0.21283101437862714,0.19499210460119346,0.17353768724117954,0.1471908816067948,0.1892833286467055,0.15165080934847514,0.13668354030990126,0.12984522730045991,0.1640500621984417,0.11821489035277354,0.10327454696605408,0.12295736702315342,0.14167204065425862,0.10448672111441254,0.08904885932930401,piedra
0.0,0.09438196736603739,0.18115694189859882,0.23712410206646953,0.27800282968827345,0.21153406061144572,0.289076084087358,0.338945558209395,0.3816386264787496,0.19273472770534728,0.278145839013344,0.3335532931930994,0.3822959924483587,0.17365988988372996,0.2556036546943157,0.3083338407408519,0.35381277627956964,0.1616882681457149,0.22584084637210813,0.26814765602563306,0.30561075197833976,papel
0.0,0.05310051310672295,0.09798184389561564,0.112456368172938,0.12180494882981854,0.15644445754056577,0.22512328420866567,0.2679111612893376,0.30595765621569126,0.13832195021941412,0.18777436670863942,0.22090149986499646,0.24874955836152587,0.12080052678506445,0.12152033886775318,0.09725401353203915,0.08322315620413309,0.11354881827074267,0.10795997698521143,0.08468978730768532,0.06881196498654663,tijera
0.0,0.15768000319720482,0.2529612901048932,0.32726835043982355,0.3995092964552905,0.31959958648874065,0.42483341569682176,0.4908577298153776,0.5533388257958558,0.32232141506850426,0.44544632826484104,0.5292812780846631,0.6018240473400371,0.3205292877920797,0.43891856812494,0.5161243178162633,0.5850190938844969,0.323203885885413,0.4180445870781808,0.4790173741930402,0.5378616609618463,papel
0.0,0.18133607703143154,0.29822715852678416,0.39449782856496807,0.46149845268996115,0.38967114424396143,0.5119781464116054,0.581079902286327,0.6320806032533783,0.4150864195643696,0.5676132215914136,0.6487728322134403,0.7124733809836523,0.43567101913328227,0.5814673417654765,0.6523468232636724,0.7157754072311039,0.45261958806753066,0.5829125336646488,0.6564351864087343,0.7218947710904846,papel
0.0,0.06630607087409152,0.12746857150200272,0.16017317248758575,0.1635768050175376,0.15858975653087864,0.19580774464958847,0.16204067942427683,0.1450928246782788,0.1420559565589966,0.17466568751674102,0.13124971498417018,0.11747094212658915,0.12695782929106597,0.15058472592116176,0.10447202435044542,0.09150717654985799,0.12012014173542392,0.12244930757646492,0.08861469923788962,0.07935392923555877,piedra
0.0,0.07464593115555189,0.12709989999946789,0.1511914488065581,0.1757795003051464,0.12666329376010296,0.17785778526495188,0.21373624985267842,0.24939926318208477,0.12893498297522288,0.19458794148590647,0.23569750594214103,0.27687077604411986,0.13407296988829928,0.1984265505918133,0.23530557483447206,0.2698509175856538,0.1395533863502261,0.19252213463254245,0.22412497540327553,0.2530008059968888,papel
0.0,0.178276258359494,0.2819740006218602,0.3474731280783236,0.3697826573961721,0.3073709626361149,0.4108085903435046,0.4712763116500596,0.5115203756667495,0.29799524698974317,0.41735831156182357,0.4755460945075378,0.5218004345017206,0.28887375568035023,0.3878205151234916,0.3039522296591621,0.23078720344484582,0.2980694863288245,0.3478167858539559,0.2809371717362226,0.21406670518381193,tijera
0.0,0.07830062812916244,0.14585695532148754,0.18838707139311317,0.2165165539091125,0.1738482178603635,0.2356074743513066,0.2730027169763151,0.3045070096127391,0.16435521815418633,0.23207932579354887,0.2752622367913723,0.3110355612609971,0.15232906573404267,0.21679198161038354,0.25677957461274675,0.2906497838406309,0.1413581268435485,0.1922137840281145,0.22340780888706463,0.25134418223440963,papel
